county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Lake,36,0,4,0,6/18/20
Lake,36,0,0,0,6/19/20
Lake,37,0,1,0,6/20/20
Lake,36,0,-1,0,6/21/20
Lake,37,0,1,0,6/22/20
Lake,40,0,3,0,6/23/20
Lake,40,0,0,0,6/24/20
Lake,43,0,3,0,6/25/20
Lake,43,0,0,0,6/26/20
Lake,43,0,0,0,6/27/20
Lake,56,0,13,0,6/28/20
Lake,62,0,6,0,6/29/20
Lake,68,0,6,0,6/30/20
Lake,76,0,8,0,7/1/20
Lake,81,0,5,0,7/2/20
Lake,83,0,2,0,7/3/20
Lake,86,0,3,0,7/4/20
Lake,92,0,6,0,7/5/20
Lake,93,0,1,0,7/6/20
Lake,94,0,1,0,7/7/20
Lake,97,1,3,1,7/8/20
Lake,99,1,2,0,7/9/20
Lake,104,1,5,0,7/10/20
Lake,110,1,6,0,7/11/20
Lake,114,1,4,0,7/12/20
Lake,118,1,4,0,7/13/20
Lake,120,1,2,0,7/14/20
Lake,122,1,2,0,7/15/20
Lake,128,1,6,0,7/16/20
Lake,139,1,11,0,7/17/20
Lake,142,1,3,0,7/18/20
Lake,144,1,2,0,7/19/20
Lake,147,1,3,0,7/20/20
Lake,157,1,10,0,7/21/20
Lake,160,1,3,0,7/22/20
Lake,160,1,0,0,7/23/20
Lake,167,1,7,0,7/24/20
Lake,173,1,6,0,7/25/20
Lake,174,1,1,0,7/26/20
Lake,176,1,2,0,7/27/20
Lake,179,1,3,0,7/28/20
Lake,179,1,0,0,7/29/20
Lake,181,1,2,0,7/30/20
Lake,191,1,10,0,7/31/20
Lake,194,1,3,0,8/1/20
Modoc,0,0,0,0,4/3/20
Modoc,0,0,0,0,4/4/20
Modoc,0,0,0,0,4/5/20
Modoc,0,0,0,0,4/6/20
Modoc,0,0,0,0,4/7/20
Modoc,0,0,0,0,4/8/20
Modoc,0,0,0,0,4/9/20
Modoc,0,0,0,0,4/10/20
Modoc,0,0,0,0,4/11/20
Modoc,0,0,0,0,4/12/20
Modoc,0,0,0,0,4/13/20
Modoc,0,0,0,0,4/14/20
Modoc,0,0,0,0,4/15/20
Modoc,0,0,0,0,4/16/20
Modoc,0,0,0,0,4/17/20
Modoc,0,0,0,0,4/18/20
Modoc,0,0,0,0,4/19/20
Modoc,0,0,0,0,4/20/20
Modoc,0,0,0,0,4/21/20
Modoc,0,0,0,0,4/22/20
Modoc,0,0,0,0,4/23/20
Modoc,0,0,0,0,4/24/20
Modoc,0,0,0,0,4/25/20
Modoc,0,0,0,0,4/26/20
Modoc,0,0,0,0,4/27/20
Modoc,0,0,0,0,4/28/20
Modoc,0,0,0,0,4/29/20
Modoc,0,0,0,0,4/30/20
Modoc,0,0,0,0,5/1/20
Modoc,0,0,0,0,5/2/20
Modoc,0,0,0,0,5/3/20
Modoc,0,0,0,0,5/4/20
Modoc,0,0,0,0,5/5/20
Modoc,0,0,0,0,5/6/20
Modoc,0,0,0,0,5/7/20
Modoc,0,0,0,0,5/8/20
Modoc,0,0,0,0,5/9/20
Modoc,0,0,0,0,5/10/20
Modoc,0,0,0,0,5/11/20
Modoc,0,0,0,0,5/12/20
Modoc,0,0,0,0,5/13/20
Modoc,0,0,0,0,5/14/20
Modoc,0,0,0,0,5/15/20
Modoc,0,0,0,0,5/16/20
Modoc,0,0,0,0,5/17/20
Modoc,0,0,0,0,5/18/20
Modoc,0,0,0,0,5/19/20
Modoc,0,0,0,0,5/20/20
Modoc,0,0,0,0,5/21/20
Modoc,0,0,0,0,5/22/20
Modoc,0,0,0,0,5/23/20
Modoc,0,0,0,0,5/24/20
Modoc,1,0,1,0,5/25/20
Modoc,1,0,0,0,5/26/20
Modoc,0,0,-1,0,5/27/20
Modoc,0,0,0,0,5/28/20
Modoc,0,0,0,0,5/29/20
Modoc,0,0,0,0,5/30/20
Modoc,0,0,0,0,5/31/20
Modoc,0,0,0,0,6/1/20
Modoc,0,0,0,0,6/2/20
Modoc,0,0,0,0,6/3/20
Modoc,0,0,0,0,6/4/20
Modoc,0,0,0,0,6/5/20
Modoc,0,0,0,0,6/6/20
Modoc,0,0,0,0,6/7/20
Modoc,0,0,0,0,6/8/20
Modoc,0,0,0,0,6/9/20
Modoc,0,0,0,0,6/10/20
Modoc,0,0,0,0,6/11/20
Modoc,0,0,0,0,6/12/20
Modoc,0,0,0,0,6/13/20
Modoc,0,0,0,0,6/14/20
Modoc,0,0,0,0,6/15/20
Modoc,0,0,0,0,6/16/20
Modoc,0,0,0,0,6/17/20
Modoc,0,0,0,0,6/18/20
Modoc,0,0,0,0,6/19/20
Modoc,0,0,0,0,6/20/20
Modoc,0,0,0,0,6/21/20
Modoc,0,0,0,0,6/22/20
Modoc,0,0,0,0,6/23/20
Modoc,0,0,0,0,6/24/20
Modoc,0,0,0,0,6/25/20
Modoc,0,0,0,0,6/26/20
Modoc,0,0,0,0,6/27/20
Modoc,0,0,0,0,6/28/20
Modoc,0,0,0,0,6/29/20
Modoc,0,0,0,0,6/30/20
Modoc,0,0,0,0,7/1/20
Modoc,0,0,0,0,7/2/20
Modoc,0,0,0,0,7/3/20
Modoc,0,0,0,0,7/4/20
Modoc,0,0,0,0,7/5/20
Modoc,0,0,0,0,7/6/20
Modoc,0,0,0,0,7/7/20
Modoc,0,0,0,0,7/8/20
Modoc,0,0,0,0,7/9/20
Modoc,0,0,0,0,7/10/20
Modoc,0,0,0,0,7/11/20
Modoc,0,0,0,0,7/12/20
Modoc,0,0,0,0,7/13/20
Modoc,0,0,0,0,7/14/20
Modoc,0,0,0,0,7/15/20
Modoc,0,0,0,0,7/16/20
Modoc,0,0,0,0,7/17/20
Modoc,0,0,0,0,7/18/20
Modoc,0,0,0,0,7/19/20
Modoc,0,0,0,0,7/20/20
Modoc,0,0,0,0,7/21/20
Modoc,0,0,0,0,7/22/20
Modoc,0,0,0,0,7/23/20
Modoc,0,0,0,0,7/24/20
Modoc,0,0,0,0,7/25/20
Modoc,0,0,0,0,7/26/20
Modoc,0,0,0,0,7/27/20
Modoc,0,0,0,0,7/28/20
Modoc,0,0,0,0,7/29/20
Modoc,0,0,0,0,7/30/20
Modoc,0,0,0,0,7/31/20
Modoc,2,0,2,0,8/1/20
Tulare,3,0,3,0,3/18/20
Tulare,3,0,0,0,3/19/20
Tulare,4,0,1,0,3/20/20
Tulare,5,0,1,0,3/21/20
Tulare,5,0,0,0,3/22/20
Tulare,9,0,4,0,3/23/20
Tulare,10,0,1,0,3/24/20
Tulare,11,0,1,0,3/25/20
Tulare,15,0,4,0,3/26/20
Tulare,15,0,0,0,3/27/20
Tulare,23,0,8,0,3/28/20
Tulare,24,1,1,1,3/29/20
Tulare,40,1,16,0,3/30/20
Tulare,42,1,2,0,3/31/20
Tulare,43,1,1,0,4/1/20
Tulare,64,1,21,0,4/2/20
Tulare,73,3,9,2,4/3/20
Tulare,79,4,6,1,4/4/20
Tulare,81,4,2,0,4/5/20
Tulare,126,5,45,1,4/6/20
Tulare,144,5,18,0,4/7/20
Tulare,145,6,1,1,4/8/20
Tulare,147,9,2,3,4/9/20
Tulare,163,11,16,2,4/10/20
Tulare,168,11,5,0,4/11/20
Tulare,166,11,-2,0,4/12/20
Tulare,186,13,20,2,4/13/20
Tulare,228,13,42,0,4/14/20
Tulare,289,15,61,2,4/15/20
Tulare,305,17,16,2,4/16/20
Tulare,370,17,65,0,4/17/20
Tulare,385,17,15,0,4/18/20
Tulare,391,17,6,0,4/19/20
Tulare,401,18,10,1,4/20/20
Tulare,410,22,9,4,4/21/20
Tulare,425,25,15,3,4/22/20
Tulare,440,25,15,0,4/23/20
Tulare,459,28,19,3,4/24/20
Tulare,478,32,19,4,4/25/20
Tulare,497,32,19,0,4/26/20
Tulare,535,32,38,0,4/27/20
Tulare,579,35,44,3,4/28/20
Tulare,615,36,36,1,4/29/20
Tulare,637,40,22,4,4/30/20
Tulare,685,40,48,0,5/1/20
Tulare,711,40,26,0,5/2/20
Tulare,736,40,25,0,5/3/20
Tulare,760,40,24,0,5/4/20
Tulare,869,40,109,0,5/5/20
Tulare,963,41,94,1,5/6/20
Tulare,1001,43,38,2,5/7/20
Tulare,1050,44,49,1,5/8/20
Tulare,1083,47,33,3,5/9/20
Tulare,1143,48,60,1,5/10/20
Tulare,1203,50,60,2,5/11/20
Tulare,1261,52,58,2,5/12/20
Tulare,1283,54,22,2,5/13/20
Tulare,1317,54,34,0,5/14/20
Tulare,1356,64,39,10,5/15/20
Tulare,1426,67,70,3,5/16/20
Tulare,1430,67,4,0,5/17/20
Tulare,1491,67,61,0,5/18/20
Tulare,1551,71,60,4,5/19/20
Tulare,1585,73,34,2,5/20/20
Tulare,1606,74,21,1,5/21/20
Tulare,1662,75,56,1,5/22/20
Tulare,1682,75,20,0,5/23/20
Tulare,1684,75,2,0,5/24/20
Tulare,1747,75,63,0,5/25/20
Tulare,1768,79,21,4,5/26/20
Tulare,1817,79,49,0,5/27/20
Tulare,1832,80,15,1,5/28/20
Tulare,1852,84,20,4,5/29/20
Tulare,1879,84,27,0,5/30/20
Tulare,1884,84,5,0,5/31/20
Tulare,1976,89,92,5,6/1/20
Tulare,2012,89,36,0,6/2/20
Tulare,2041,90,29,1,6/3/20
Tulare,2086,92,45,2,6/4/20
Tulare,2180,92,94,0,6/5/20
Tulare,2213,92,33,0,6/6/20
Tulare,2219,92,6,0,6/7/20
Tulare,2301,94,82,2,6/8/20
Tulare,2393,94,92,0,6/9/20
Tulare,2455,96,62,2,6/10/20
Tulare,2473,98,18,2,6/11/20
Tulare,2552,98,79,0,6/12/20
Tulare,2626,98,74,0,6/13/20
Tulare,2646,98,20,0,6/14/20
Tulare,2662,98,16,0,6/15/20
Tulare,2802,98,140,0,6/16/20
Tulare,2882,106,80,8,6/17/20
Tulare,3005,107,123,1,6/18/20
Tulare,3053,111,48,4,6/19/20
Tulare,3172,111,119,0,6/20/20
Tulare,3173,111,1,0,6/21/20
Tulare,3185,113,12,2,6/22/20
Tulare,3456,116,271,3,6/23/20
Tulare,3541,118,85,2,6/24/20
Tulare,3668,119,127,1,6/25/20
Tulare,3743,122,75,3,6/26/20
Tulare,3847,122,104,0,6/27/20
Tulare,3923,122,76,0,6/28/20
Tulare,4137,124,214,2,6/29/20
Tulare,4306,126,169,2,6/30/20
Tulare,4384,128,78,2,7/1/20
Tulare,4559,133,175,5,7/2/20
Tulare,4656,136,97,3,7/3/20
Tulare,4802,136,146,0,7/4/20
Tulare,4981,136,179,0,7/5/20
Tulare,5039,136,58,0,7/6/20
Tulare,5189,139,150,3,7/7/20
Tulare,5307,148,118,9,7/8/20
Tulare,5501,148,194,0,7/9/20
Tulare,5677,152,176,4,7/10/20
Tulare,5780,152,103,0,7/11/20
Tulare,5864,152,84,0,7/12/20
Tulare,5930,152,66,0,7/13/20
Tulare,6199,153,269,1,7/14/20
Tulare,6320,153,121,0,7/15/20
Tulare,6467,161,147,8,7/16/20
Tulare,6671,165,204,4,7/17/20
Tulare,6810,165,139,0,7/18/20
Tulare,6856,165,46,0,7/19/20
Tulare,6974,167,118,2,7/20/20
Tulare,7447,168,473,1,7/21/20
Tulare,7640,168,193,0,7/22/20
Tulare,7898,168,258,0,7/23/20
Tulare,8167,168,269,0,7/24/20
Tulare,8310,168,143,0,7/25/20
Tulare,8392,168,82,0,7/26/20
Tulare,8462,168,70,0,7/27/20
Tulare,8787,173,325,5,7/28/20
Tulare,9028,173,241,0,7/29/20
Tulare,9167,173,139,0,7/30/20
Tulare,9365,178,198,5,7/31/20
Tulare,9520,178,155,0,8/1/20
San Benito,3,0,3,0,3/18/20
San Benito,3,0,0,0,3/19/20
San Benito,4,1,1,1,3/20/20
San Benito,4,1,0,0,3/21/20
San Benito,4,1,0,0,3/22/20
San Benito,4,1,0,0,3/23/20
San Benito,4,1,0,0,3/24/20
San Benito,4,1,0,0,3/25/20
San Benito,8,1,4,0,3/26/20
San Benito,9,1,1,0,3/27/20
San Benito,10,1,1,0,3/28/20
San Benito,10,1,0,0,3/29/20
San Benito,11,1,1,0,3/30/20
San Benito,14,1,3,0,3/31/20
San Benito,14,1,0,0,4/1/20
San Benito,18,1,4,0,4/2/20
San Benito,22,1,4,0,4/3/20
San Benito,22,1,0,0,4/4/20
San Benito,22,1,0,0,4/5/20
San Benito,25,1,3,0,4/6/20
San Benito,26,2,1,1,4/7/20
San Benito,31,2,5,0,4/8/20
San Benito,32,2,1,0,4/9/20
San Benito,32,2,0,0,4/10/20
San Benito,33,2,1,0,4/11/20
San Benito,33,2,0,0,4/12/20
San Benito,33,2,0,0,4/13/20
San Benito,34,2,1,0,4/14/20
San Benito,34,2,0,0,4/15/20
San Benito,36,2,2,0,4/16/20
San Benito,38,2,2,0,4/17/20
San Benito,40,2,2,0,4/18/20
San Benito,40,2,0,0,4/19/20
San Benito,43,2,3,0,4/20/20
San Benito,43,2,0,0,4/21/20
San Benito,43,2,0,0,4/22/20
San Benito,43,2,0,0,4/23/20
San Benito,45,2,2,0,4/24/20
San Benito,45,2,0,0,4/25/20
San Benito,45,2,0,0,4/26/20
San Benito,45,2,0,0,4/27/20
San Benito,46,2,1,0,4/28/20
San Benito,48,2,2,0,4/29/20
San Benito,48,2,0,0,4/30/20
San Benito,49,2,1,0,5/1/20
San Benito,49,2,0,0,5/2/20
San Benito,49,2,0,0,5/3/20
San Benito,49,2,0,0,5/4/20
San Benito,50,2,1,0,5/5/20
San Benito,50,2,0,0,5/6/20
San Benito,50,2,0,0,5/7/20
San Benito,51,2,1,0,5/8/20
San Benito,52,2,1,0,5/9/20
San Benito,52,2,0,0,5/10/20
San Benito,52,2,0,0,5/11/20
San Benito,55,2,3,0,5/12/20
San Benito,55,2,0,0,5/13/20
San Benito,56,2,1,0,5/14/20
San Benito,57,2,1,0,5/15/20
San Benito,58,2,1,0,5/16/20
San Benito,59,2,1,0,5/17/20
San Benito,59,2,0,0,5/18/20
San Benito,59,2,0,0,5/19/20
San Benito,61,2,2,0,5/20/20
San Benito,61,2,0,0,5/21/20
San Benito,64,2,3,0,5/22/20
San Benito,67,2,3,0,5/23/20
San Benito,67,2,0,0,5/24/20
San Benito,70,2,3,0,5/25/20
San Benito,69,2,-1,0,5/26/20
San Benito,74,2,5,0,5/27/20
San Benito,82,2,8,0,5/28/20
San Benito,84,2,2,0,5/29/20
San Benito,85,2,1,0,5/30/20
San Benito,85,2,0,0,5/31/20
San Benito,86,2,1,0,6/1/20
San Benito,86,2,0,0,6/2/20
San Benito,88,2,2,0,6/3/20
San Benito,88,2,0,0,6/4/20
San Benito,92,2,4,0,6/5/20
San Benito,92,2,0,0,6/6/20
San Benito,92,2,0,0,6/7/20
San Benito,93,2,1,0,6/8/20
San Benito,95,2,2,0,6/9/20
San Benito,94,2,-1,0,6/10/20
San Benito,94,2,0,0,6/11/20
San Benito,96,2,2,0,6/12/20
San Benito,99,2,3,0,6/13/20
San Benito,104,2,5,0,6/14/20
San Benito,108,2,4,0,6/15/20
San Benito,110,2,2,0,6/16/20
San Benito,116,2,6,0,6/17/20
San Benito,134,2,18,0,6/18/20
San Benito,136,2,2,0,6/19/20
San Benito,139,2,3,0,6/20/20
San Benito,151,2,12,0,6/21/20
San Benito,164,2,13,0,6/22/20
San Benito,167,2,3,0,6/23/20
San Benito,171,2,4,0,6/24/20
San Benito,175,2,4,0,6/25/20
San Benito,177,2,2,0,6/26/20
San Benito,183,2,6,0,6/27/20
San Benito,194,2,11,0,6/28/20
San Benito,204,2,10,0,6/29/20
San Benito,212,2,8,0,6/30/20
San Benito,219,2,7,0,7/1/20
San Benito,236,2,17,0,7/2/20
San Benito,243,2,7,0,7/3/20
San Benito,255,2,12,0,7/4/20
San Benito,258,2,3,0,7/5/20
San Benito,264,2,6,0,7/6/20
San Benito,274,2,10,0,7/7/20
San Benito,282,2,8,0,7/8/20
San Benito,295,2,13,0,7/9/20
San Benito,302,2,7,0,7/10/20
San Benito,314,2,12,0,7/11/20
San Benito,324,2,10,0,7/12/20
San Benito,343,2,19,0,7/13/20
San Benito,360,2,17,0,7/14/20
San Benito,388,2,28,0,7/15/20
San Benito,389,2,1,0,7/16/20
San Benito,399,2,10,0,7/17/20
San Benito,407,2,8,0,7/18/20
San Benito,412,2,5,0,7/19/20
San Benito,433,2,21,0,7/20/20
San Benito,444,2,11,0,7/21/20
San Benito,465,2,21,0,7/22/20
San Benito,478,2,13,0,7/23/20
San Benito,485,2,7,0,7/24/20
San Benito,492,2,7,0,7/25/20
San Benito,495,2,3,0,7/26/20
San Benito,498,2,3,0,7/27/20
San Benito,503,3,5,1,7/28/20
San Benito,537,4,34,1,7/29/20
San Benito,558,4,21,0,7/30/20
San Benito,567,4,9,0,7/31/20
San Benito,579,4,12,0,8/1/20
Alameda,29,0,29,0,3/18/20
Alameda,36,0,7,0,3/19/20
Alameda,42,0,6,0,3/20/20
Alameda,62,0,20,0,3/21/20
Alameda,72,1,10,1,3/22/20
Alameda,88,1,16,0,3/23/20
Alameda,96,2,8,1,3/24/20
Alameda,134,3,38,1,3/25/20
Alameda,172,4,38,1,3/26/20
Alameda,185,4,13,0,3/27/20
Alameda,205,6,20,2,3/28/20
Alameda,207,6,2,0,3/29/20
Alameda,250,7,43,1,3/30/20
Alameda,269,7,19,0,3/31/20
Alameda,287,8,18,1,4/1/20
Alameda,345,10,58,2,4/2/20
Alameda,395,11,50,1,4/3/20
Alameda,468,12,73,1,4/4/20
Alameda,475,12,7,0,4/5/20
Alameda,527,13,52,1,4/6/20
Alameda,560,14,33,1,4/7/20
Alameda,594,15,34,1,4/8/20
Alameda,641,17,47,2,4/9/20
Alameda,706,26,65,9,4/10/20
Alameda,751,26,45,0,4/11/20
Alameda,774,26,23,0,4/12/20
Alameda,821,31,47,5,4/13/20
Alameda,843,37,22,6,4/14/20
Alameda,915,37,72,0,4/15/20
Alameda,981,44,66,7,4/16/20
Alameda,1043,44,62,0,4/17/20
Alameda,1085,44,42,0,4/18/20
Alameda,1134,44,49,0,4/19/20
Alameda,1181,50,47,6,4/20/20
Alameda,1234,51,53,1,4/21/20
Alameda,1275,53,41,2,4/22/20
Alameda,1336,56,61,3,4/23/20
Alameda,1385,56,49,0,4/24/20
Alameda,1396,56,11,0,4/25/20
Alameda,1449,56,53,0,4/26/20
Alameda,1494,59,45,3,4/27/20
Alameda,1525,59,31,0,4/28/20
Alameda,1564,63,39,4,4/29/20
Alameda,1599,63,35,0,4/30/20
Alameda,1630,63,31,0,5/1/20
Alameda,1678,63,48,0,5/2/20
Alameda,1731,65,53,2,5/3/20
Alameda,1762,65,31,0,5/4/20
Alameda,1819,69,57,4,5/5/20
Alameda,1864,69,45,0,5/6/20
Alameda,1914,69,50,0,5/7/20
Alameda,1955,72,41,3,5/8/20
Alameda,2011,75,56,3,5/9/20
Alameda,2047,75,36,0,5/10/20
Alameda,2103,75,56,0,5/11/20
Alameda,2146,80,43,5,5/12/20
Alameda,2181,80,35,0,5/13/20
Alameda,2255,84,74,4,5/14/20
Alameda,2289,85,34,1,5/15/20
Alameda,2327,85,38,0,5/16/20
Alameda,2389,85,62,0,5/17/20
Alameda,2442,88,53,3,5/18/20
Alameda,2493,88,51,0,5/19/20
Alameda,2554,88,61,0,5/20/20
Alameda,2606,90,52,2,5/21/20
Alameda,2722,90,116,0,5/22/20
Alameda,2783,92,61,2,5/23/20
Alameda,2830,93,47,1,5/24/20
Alameda,2900,93,70,0,5/25/20
Alameda,2956,97,56,4,5/26/20
Alameda,3037,97,81,0,5/27/20
Alameda,3083,102,46,5,5/28/20
Alameda,3209,103,126,1,5/29/20
Alameda,3304,103,95,0,5/30/20
Alameda,3362,104,58,1,5/31/20
Alameda,3460,104,98,0,6/1/20
Alameda,3517,104,57,0,6/2/20
Alameda,3589,104,72,0,6/3/20
Alameda,3643,104,54,0,6/4/20
Alameda,3734,104,91,0,6/5/20
Alameda,3801,104,67,0,6/6/20
Alameda,3866,104,65,0,6/7/20
Alameda,3937,110,71,6,6/8/20
Alameda,3963,110,26,0,6/9/20
Alameda,4027,110,64,0,6/10/20
Alameda,4073,110,46,0,6/11/20
Alameda,4167,110,94,0,6/12/20
Alameda,4196,110,29,0,6/13/20
Alameda,4271,112,75,2,6/14/20
Alameda,4323,112,52,0,6/15/20
Alameda,4428,112,105,0,6/16/20
Alameda,4485,116,57,4,6/17/20
Alameda,4589,117,104,1,6/18/20
Alameda,4646,118,57,1,6/19/20
Alameda,4758,119,112,1,6/20/20
Alameda,4835,119,77,0,6/21/20
Alameda,4944,121,109,2,6/22/20
Alameda,5159,121,215,0,6/23/20
Alameda,5242,122,83,1,6/24/20
Alameda,5411,128,169,6,6/25/20
Alameda,5522,130,111,2,6/26/20
Alameda,5610,130,88,0,6/27/20
Alameda,5779,133,169,3,6/28/20
Alameda,5940,133,161,0,6/29/20
Alameda,6067,135,127,2,6/30/20
Alameda,6141,136,74,1,7/1/20
Alameda,6386,138,245,2,7/2/20
Alameda,6486,140,100,2,7/3/20
Alameda,6737,140,251,0,7/4/20
Alameda,6861,140,124,0,7/5/20
Alameda,6970,140,109,0,7/6/20
Alameda,7097,140,127,0,7/7/20
Alameda,7335,142,238,2,7/8/20
Alameda,7433,146,98,4,7/9/20
Alameda,7551,147,118,1,7/10/20
Alameda,7845,148,294,1,7/11/20
Alameda,8056,148,211,0,7/12/20
Alameda,8115,148,59,0,7/13/20
Alameda,8388,152,273,4,7/14/20
Alameda,8615,154,227,2,7/15/20
Alameda,8719,154,104,0,7/16/20
Alameda,8893,161,174,7,7/17/20
Alameda,9089,162,196,1,7/18/20
Alameda,9227,162,138,0,7/19/20
Alameda,9244,162,17,0,7/20/20
Alameda,9390,167,146,5,7/21/20
Alameda,9678,171,288,4,7/22/20
Alameda,9924,173,246,2,7/23/20
Alameda,10216,178,292,5,7/24/20
Alameda,10361,178,145,0,7/25/20
Alameda,10489,178,128,0,7/26/20
Alameda,10645,178,156,0,7/27/20
Alameda,10875,181,230,3,7/28/20
Alameda,11177,181,302,0,7/29/20
Alameda,11303,182,126,1,7/30/20
Alameda,11441,182,138,0,7/31/20
Alameda,11590,189,149,7,8/1/20
Marin,10,0,10,0,3/18/20
Marin,19,0,9,0,3/19/20
Marin,30,0,11,0,3/20/20
Marin,30,0,0,0,3/21/20
Marin,30,0,0,0,3/22/20
Marin,30,0,0,0,3/23/20
Marin,44,0,14,0,3/24/20
Marin,47,0,3,0,3/25/20
Marin,56,0,9,0,3/26/20
Marin,58,0,2,0,3/27/20
Marin,58,0,0,0,3/28/20
Marin,60,0,2,0,3/29/20
Marin,78,0,18,0,3/30/20
Marin,85,1,7,1,3/31/20
Marin,87,1,2,0,4/1/20
Marin,102,1,15,0,4/2/20
Marin,106,6,4,5,4/3/20
Marin,111,6,5,0,4/4/20
Marin,113,6,2,0,4/5/20
Marin,119,7,6,1,4/6/20
Marin,122,7,3,0,4/7/20
Marin,125,7,3,0,4/8/20
Marin,126,7,1,0,4/9/20
Marin,128,10,2,3,4/10/20
Marin,136,10,8,0,4/11/20
Marin,138,10,2,0,4/12/20
Marin,144,10,6,0,4/13/20
Marin,147,10,3,0,4/14/20
Marin,162,10,15,0,4/15/20
Marin,170,10,8,0,4/16/20
Marin,189,10,19,0,4/17/20
Marin,193,10,4,0,4/18/20
Marin,194,10,1,0,4/19/20
Marin,200,10,6,0,4/20/20
Marin,202,10,2,0,4/21/20
Marin,202,11,0,1,4/22/20
Marin,209,11,7,0,4/23/20
Marin,211,11,2,0,4/24/20
Marin,215,12,4,1,4/25/20
Marin,225,12,10,0,4/26/20
Marin,227,12,2,0,4/27/20
Marin,228,12,1,0,4/28/20
Marin,234,13,6,1,4/29/20
Marin,240,13,6,0,4/30/20
Marin,242,13,2,0,5/1/20
Marin,243,13,1,0,5/2/20
Marin,243,13,0,0,5/3/20
Marin,244,13,1,0,5/4/20
Marin,244,14,0,1,5/5/20
Marin,244,14,0,0,5/6/20
Marin,252,14,8,0,5/7/20
Marin,257,14,5,0,5/8/20
Marin,261,14,4,0,5/9/20
Marin,267,14,6,0,5/10/20
Marin,271,14,4,0,5/11/20
Marin,274,14,3,0,5/12/20
Marin,278,14,4,0,5/13/20
Marin,283,14,5,0,5/14/20
Marin,295,14,12,0,5/15/20
Marin,297,14,2,0,5/16/20
Marin,315,14,18,0,5/17/20
Marin,329,14,14,0,5/18/20
Marin,340,14,11,0,5/19/20
Marin,348,14,8,0,5/20/20
Marin,359,14,11,0,5/21/20
Marin,372,14,13,0,5/22/20
Marin,393,14,21,0,5/23/20
Marin,401,14,8,0,5/24/20
Marin,415,14,14,0,5/25/20
Marin,424,14,9,0,5/26/20
Marin,439,14,15,0,5/27/20
Marin,443,14,4,0,5/28/20
Marin,448,14,5,0,5/29/20
Marin,462,14,14,0,5/30/20
Marin,486,14,24,0,5/31/20
Marin,495,15,9,1,6/1/20
Marin,509,17,14,2,6/2/20
Marin,527,17,18,0,6/3/20
Marin,533,17,6,0,6/4/20
Marin,546,17,13,0,6/5/20
Marin,556,17,10,0,6/6/20
Marin,584,17,28,0,6/7/20
Marin,596,17,12,0,6/8/20
Marin,616,17,20,0,6/9/20
Marin,633,17,17,0,6/10/20
Marin,637,17,4,0,6/11/20
Marin,649,17,12,0,6/12/20
Marin,677,17,28,0,6/13/20
Marin,689,17,12,0,6/14/20
Marin,708,17,19,0,6/15/20
Marin,725,18,17,1,6/16/20
Marin,771,18,46,0,6/17/20
Marin,819,18,48,0,6/18/20
Marin,829,18,10,0,6/19/20
Marin,879,18,50,0,6/20/20
Marin,907,18,28,0,6/21/20
Marin,1029,18,122,0,6/22/20
Marin,1139,18,110,0,6/23/20
Marin,1261,18,122,0,6/24/20
Marin,1323,18,62,0,6/25/20
Marin,1411,18,88,0,6/26/20
Marin,1498,18,87,0,6/27/20
Marin,1505,18,7,0,6/28/20
Marin,1581,18,76,0,6/29/20
Marin,1628,18,47,0,6/30/20
Marin,1639,18,11,0,7/1/20
Marin,1706,19,67,1,7/2/20
Marin,1776,19,70,0,7/3/20
Marin,1962,19,186,0,7/4/20
Marin,2080,19,118,0,7/5/20
Marin,2136,19,56,0,7/6/20
Marin,2627,20,491,1,7/7/20
Marin,2756,23,129,3,7/8/20
Marin,2975,23,219,0,7/9/20
Marin,3101,23,126,0,7/10/20
Marin,3191,23,90,0,7/11/20
Marin,3358,23,167,0,7/12/20
Marin,3402,28,44,5,7/13/20
Marin,3451,28,49,0,7/14/20
Marin,3458,28,7,0,7/15/20
Marin,3546,29,88,1,7/16/20
Marin,3839,29,293,0,7/17/20
Marin,4089,30,250,1,7/18/20
Marin,4172,30,83,0,7/19/20
Marin,4255,31,83,1,7/20/20
Marin,4318,34,63,3,7/21/20
Marin,4373,35,55,1,7/22/20
Marin,4423,35,50,0,7/23/20
Marin,4517,54,94,19,7/24/20
Marin,4562,54,45,0,7/25/20
Marin,4595,54,33,0,7/26/20
Marin,4669,54,74,0,7/27/20
Marin,4698,61,29,7,7/28/20
Marin,4747,64,49,3,7/29/20
Marin,4835,64,88,0,7/30/20
Marin,4885,70,50,6,7/31/20
Marin,4945,70,60,0,8/1/20
San Diego,40,0,40,0,3/18/20
San Diego,68,0,28,0,3/19/20
San Diego,98,0,30,0,3/20/20
San Diego,119,0,21,0,3/21/20
San Diego,159,0,40,0,3/22/20
San Diego,176,1,17,1,3/23/20
San Diego,229,2,53,1,3/24/20
San Diego,236,2,7,0,3/25/20
San Diego,297,2,61,0,3/26/20
San Diego,419,5,122,3,3/27/20
San Diego,490,7,71,2,3/28/20
San Diego,521,7,31,0,3/29/20
San Diego,605,7,84,0,3/30/20
San Diego,736,9,131,2,3/31/20
San Diego,851,11,115,2,4/1/20
San Diego,968,16,117,5,4/2/20
San Diego,1114,17,146,1,4/3/20
